epoch good_track epoch_time year month day id_sat Azi_ini Azi_end ele_ini ele_end A desvA Phi desvPhi ref_height SatelliteDirection
16448.0 yes 7.343055555555555 2019 1 15 7 171.9 161.5 5.1 30.0 -41.5231960805042 1.1113650820537493 16.15457323967439 0.026618327634822803 1.78 satellite-rising
19841.0 yes 12.055555555555557 2019 1 15 7 48.4 57.7 30.0 5.0 40.68886715021397 1.1846382397418227 239.27040730870158 0.029651626929060464 1.826 satellite-falling
33678.0 yes 7.273611111111111 2019 1 16 7 171.9 161.5 5.0 30.0 -38.96514670052153 1.107309016504253 16.632922198636265 0.028240396559046036 1.78 satellite-rising
50909.0 yes 7.205555555555556 2019 1 17 7 171.9 161.5 5.1 30.0 -41.009478395372625 1.1444890408310282 16.91247108490427 0.027775058195484335 1.78 satellite-rising
54302.0 yes 11.918055555555554 2019 1 17 7 48.4 57.7 29.9 5.0 39.69796117524321 1.1872379974682299 237.88378926854784 0.030405417442681864 1.826 satellite-falling
71532.0 yes 11.848611111111111 2019 1 18 7 48.4 57.7 29.9 5.0 41.499105524038036 1.196307777175702 237.77469100885264 0.029313234703112673 1.826 satellite-falling
85369.0 yes 7.066666666666666 2019 1 19 7 171.9 161.5 5.0 30.0 39.638258728515076 1.1963263653861422 194.74174593878593 0.029966778782538173 1.778 satellite-rising
88762.0 yes 11.779166666666667 2019 1 19 7 48.4 57.7 29.9 5.0 40.72284014638414 1.1360471512171415 236.2757733440028 0.04527328722659432 1.826 satellite-falling
102600.0 yes 6.998611111111111 2019 1 20 7 171.9 161.5 5.1 30.0 -41.79079489404779 1.1058171549444833 15.706994003518275 0.026292618505379086 1.781 satellite-rising
105992.0 yes 11.709722222222222 2019 1 20 7 48.4 57.6 30.0 5.0 39.98169668652668 1.1881594357807177 238.46493862997818 0.030234426392071814 1.826 satellite-falling
