epoch good_track epoch_time year month day id_sat Azi_ini Azi_end ele_ini ele_end A desvA Phi desvPhi ref_height SatelliteDirection
7962.0 yes 19.556944444444444 2019 1 14 21 178.7 170.6 5.1 30.0 -25.15919467425853 0.7179850083263347 34.63081418291756 0.02872888380139241 1.827 satellite-rising
11519.0 yes 0.49722222222222223 2019 1 15 21 51.6 65.9 30.0 5.0 24.121100173208593 0.7318080044642641 241.5121191898411 0.03089306318591067 1.825 satellite-falling
25192.0 yes 19.4875 2019 1 15 21 178.7 170.6 5.1 30.0 25.83276723101014 0.7281318657158005 216.74449286143806 0.028432944892276657 1.827 satellite-rising
28748.0 yes 0.42638888888888893 2019 1 16 21 51.6 65.9 30.0 5.0 -24.45853297010205 0.6846164830233783 62.29097789414027 0.028534859304806065 1.825 satellite-falling
42421.0 yes 19.416666666666668 2019 1 16 21 178.7 170.6 5.0 30.0 25.678264887981022 0.763648716122529 215.22348641929 0.029944642873877516 1.825 satellite-rising
45977.0 yes 0.3555555555555555 2019 1 17 21 51.6 65.9 30.0 5.0 24.23418630416925 0.6744894482844954 240.89322414517756 0.02833414546697798 1.825 satellite-falling
59651.0 yes 19.34722222222222 2019 1 17 21 178.7 170.5 5.0 30.0 25.040887335701704 0.7111166671821819 216.5025872085074 0.0286339793675468 1.825 satellite-rising
63206.0 yes 0.2847222222222222 2019 1 18 21 51.6 65.8 30.0 5.0 -24.746642482810763 0.7364244951622733 62.26516785634453 0.03030730387533675 1.824 satellite-falling
76881.0 yes 19.27777777777778 2019 1 18 21 178.6 170.5 5.1 30.0 25.57797627926415 0.740228788950089 215.4471955461696 0.029144568824023373 1.782 satellite-rising
80436.0 yes 0.2152777777777778 2019 1 19 21 51.6 65.8 29.9 5.0 -25.17756827681905 0.729462169852584 64.63870907401952 0.0295243609664904 1.826 satellite-falling
94111.0 yes 19.208333333333332 2019 1 19 21 178.6 170.5 5.1 30.0 25.903206053100085 0.7634549448829326 217.2300745714473 0.029734154299399133 1.828 satellite-rising
97665.0 yes 0.14444444444444443 2019 1 20 21 51.6 65.8 29.9 5.0 23.30182756332455 0.6851240992030755 244.16634305701564 0.02996006617757637 1.826 satellite-falling
111340.0 yes 19.1375 2019 1 20 21 178.6 170.4 5.0 30.0 26.53846833261438 0.7266901569315316 217.72782194407728 0.02761265237307936 1.826 satellite-rising
