epoch good_track epoch_time year month day id_sat Azi_ini Azi_end ele_ini ele_end A desvA Phi desvPhi ref_height SatelliteDirection
827.0 yes 9.647222222222222 2019 1 14 23 57.5 76.7 30.0 5.0 30.370779516475906 0.9650048849462125 250.44872757562553 0.03240530824829808 1.871 satellite-falling
18058.0 yes 9.579166666666666 2019 1 15 23 57.5 76.7 30.0 5.0 -29.768856189646606 0.9204245747048162 72.48282573349343 0.03153421513311014 1.825 satellite-falling
35289.0 yes 9.511111111111111 2019 1 16 23 57.5 76.7 29.9 5.0 -27.29782618779293 0.8842829717739177 74.05304333734625 0.03304918768039883 1.827 satellite-falling
52519.0 yes 9.441666666666666 2019 1 17 23 57.5 76.7 30.0 5.0 -29.26855211426536 0.9243763722762565 70.62405846188904 0.032208807087862175 1.825 satellite-falling
65973.0 yes 4.127777777777777 2019 1 18 23 187.7 184.5 5.1 30.0 22.732744863071915 0.7575038143296106 242.5356076570315 0.060340911657818845 1.873 satellite-rising
69750.0 yes 9.373611111111112 2019 1 18 23 57.5 76.7 29.9 5.0 28.84936452200233 0.8415873224257522 249.8922536540174 0.029758218742597795 1.827 satellite-falling
83203.0 yes 4.058333333333334 2019 1 19 23 187.7 184.5 5.0 30.0 23.714011179973017 0.8198590180290415 269.1731337099195 0.15276178737247645 1.873 satellite-rising
86980.0 yes 9.304166666666667 2019 1 19 23 57.5 76.7 30.0 5.0 25.224880399755076 0.9124815853715592 234.6738993685026 0.475228711466922 1.825 satellite-falling
100434.0 yes 3.990277777777778 2019 1 20 23 187.7 184.5 5.1 30.0 -0.24043617371861004 0.8109450760012401 220.03212342735128 0.03509157741964293 1.873 satellite-rising
104210.0 yes 9.23472222222222 2019 1 20 23 57.5 76.7 30.0 5.0 29.203079867451297 0.9154400035159449 250.2089039252678 0.031967908047403855 1.871 satellite-falling
