epoch good_track epoch_time year month day id_sat Azi_ini Azi_end ele_ini ele_end A desvA Phi desvPhi ref_height SatelliteDirection
12362.0 yes 1.6680555555555554 2019 1 15 22 205.8 211.2 5.1 30.0 20.190402861690718 0.7881921811276692 251.9464087984211 0.039836981017996737 1.874 satellite-rising
16519.0 yes 7.441666666666667 2019 1 15 22 79.0 103.9 29.9 5.0 -22.453250603825186 0.7440041557377552 62.48400513514764 0.03374745035500047 1.826 satellite-falling
29592.0 yes 1.5986111111111112 2019 1 16 22 205.8 211.2 5.1 30.0 -21.106518646889032 0.8077898673904469 70.44531401139398 0.039055723838338205 1.874 satellite-rising
33748.0 yes 7.370833333333333 2019 1 16 22 78.9 103.9 30.0 5.0 -20.454222425766336 0.7147212624874923 59.10448570686356 0.03557057744738962 1.826 satellite-falling
46822.0 yes 1.5291666666666666 2019 1 17 22 205.8 211.2 5.1 30.0 20.419781957202087 0.7742342178415802 249.31052223402617 0.038691677130736894 1.874 satellite-rising
50977.0 yes 7.3 2019 1 17 22 78.9 103.9 30.0 5.0 -20.761946779293638 0.7508600926337687 59.44612627479364 0.03680861184918886 1.824 satellite-falling
64052.0 yes 1.4597222222222221 2019 1 18 22 205.8 211.2 5.1 30.0 20.927487460990744 0.829468738057078 248.95693586240958 0.053164389461985644 1.874 satellite-rising
68207.0 yes 7.230555555555556 2019 1 18 22 78.9 103.8 30.0 5.0 -19.511421798157162 0.7499039268282321 57.74604466206574 0.039109197775000576 1.826 satellite-falling
81282.0 yes 1.3902777777777777 2019 1 19 22 205.8 211.2 5.1 30.0 -21.206756300905614 0.8296861932200073 68.55358620709399 0.039922531324848846 1.874 satellite-rising
98512.0 yes 1.3208333333333333 2019 1 20 22 205.7 211.1 5.1 30.0 -19.519008892281093 0.7886724678567312 93.28796109287168 0.11219608903486632 1.874 satellite-rising
