epoch good_track epoch_time year month day id_sat Azi_ini Azi_end ele_ini ele_end A desvA Phi desvPhi ref_height SatelliteDirection
1091.0 no 10.01388888888889 2019 1 14 13 248.0 274.5 5.0 30.0 18.014020228592916 0.7836616319644216 189.5644315979477 0.04307517019561199 1.778 satellite-rising
5510.0 yes 16.15138888888889 2019 1 14 13 138.9 149.1 29.9 5.0 -23.287984530059603 0.7307790165130016 35.413919799642336 0.03150590353426107 1.78 satellite-falling
18322.0 yes 9.945833333333333 2019 1 15 13 248.0 274.6 5.0 30.0 18.46690299644566 0.7395273442405028 190.45992629377253 0.03968584707408475 1.824 satellite-rising
22741.0 yes 16.083333333333332 2019 1 15 13 138.9 149.1 29.9 5.0 5.567625531567348 0.73633215680683 82.99814570564263 0.03109119182516651 1.782 satellite-falling
35553.0 no 9.877777777777778 2019 1 16 13 248.0 257.9 5.0 15.2 -27.980882021981582 1.0662029755034845 10.081924688024344 0.03738512052074818 1.799 satellite-rising
35945.0 no 10.422222222222222 2019 1 16 13 258.1 274.5 15.4 30.0 12.95388954022918 0.8541204858811863 172.03470854500205 0.06492293450671724 1.915 satellite-rising
39971.0 yes 16.01388888888889 2019 1 16 13 138.9 149.1 30.0 5.0 -22.2667021294187 0.731290777347209 35.069118254642376 0.03302141757757246 1.826 satellite-falling
52784.0 no 9.809722222222224 2019 1 17 13 248.0 274.5 5.0 30.0 17.851910048132567 0.7430765947398396 189.55553911439645 0.04122238355458651 1.826 satellite-rising
57202.0 yes 15.945833333333333 2019 1 17 13 138.9 149.1 29.9 5.0 23.5725138059741 0.7356714489551734 214.78757307662585 0.031354082708817635 1.78 satellite-falling
70014.0 no 9.740277777777777 2019 1 18 13 248.0 274.5 5.0 30.0 17.003042928778626 0.7138589632407063 190.73553151287427 0.04160815023076611 1.824 satellite-rising
74433.0 no 15.877777777777778 2019 1 18 13 138.9 149.1 29.9 5.0 -22.902790067418096 0.7439934190074836 33.62430168335959 0.032584570871990425 1.78 satellite-falling
87245.0 yes 9.672222222222222 2019 1 19 13 248.0 274.5 5.0 30.0 18.714196130997102 0.7349099014096463 192.86747809104736 0.04765916786053843 1.826 satellite-rising
91663.0 yes 15.808333333333334 2019 1 19 13 138.9 149.0 30.0 5.0 -23.777718833734895 0.7833421342722234 34.081653103164854 0.03311016973562018 1.78 satellite-falling
104475.0 yes 9.602777777777778 2019 1 20 13 248.0 274.5 5.0 30.0 18.689133290875397 0.7278482298768978 186.1659187162755 0.03849541748049813 1.824 satellite-rising
108894.0 yes 15.740277777777777 2019 1 20 13 138.9 149.0 29.9 5.0 -23.162731902118793 0.7454453002143137 35.20393802016713 0.03233484169028436 1.78 satellite-falling
