epoch good_track epoch_time year month day id_sat Azi_ini Azi_end ele_ini ele_end A desvA Phi desvPhi ref_height SatelliteDirection
4607.0 no 14.897222222222222 2019 1 14 10 325.8 253.8 6.6 5.0 -29.319841177634622 0.5127907903324651 23.82213352114286 0.015723328491867587 1.797 satellite-falling
13290.0 no 2.956944444444445 2019 1 15 10 46.4 47.5 29.9 8.6 -18.82187085852848 0.8010332087828663 72.81175172026508 0.04285248142695591 1.774 satellite-falling
21887.0 no 14.897222222222222 2019 1 15 10 324.9 253.8 7.8 5.0 -28.048360824483474 0.579828589688217 26.523712338498626 0.018518364000487064 1.796 satellite-falling
30520.0 no 2.8875 2019 1 16 10 46.4 47.5 30.0 8.6 -18.388508681005305 0.7852535829855554 71.02970897895659 0.0430442569130935 1.772 satellite-falling
39167.0 no 14.897222222222222 2019 1 16 10 323.9 253.8 9.0 5.0 26.45257954391311 0.5988442738332725 203.82167319832115 0.020262412603309358 1.795 satellite-falling
47751.0 yes 2.819444444444444 2019 1 17 10 46.4 48.6 29.9 5.0 -24.378861058312346 0.8827932314852743 67.25136276895103 0.03671603566930139 1.827 satellite-falling
56447.0 yes 14.897222222222222 2019 1 17 10 322.8 253.8 10.1 5.0 28.969767016967186 0.5359607117581822 200.45291155539735 0.016580639936478382 1.797 satellite-falling
64982.0 no 2.751388888888889 2019 1 18 10 46.4 47.5 29.9 8.6 -19.107269967393947 0.7647342543823595 70.65323495080497 0.04034028253517128 1.774 satellite-falling
73727.0 yes 14.897222222222222 2019 1 18 10 321.6 253.8 11.2 5.0 -29.05266434690133 0.5358209740911126 21.004116074521562 0.016368795129876906 1.796 satellite-falling
82212.0 no 2.6819444444444445 2019 1 19 10 46.4 48.6 30.0 5.0 -10.709223016882062 0.8728831288277977 55.223250526339825 0.035733645043003144 1.825 satellite-falling
91007.0 yes 14.897222222222222 2019 1 19 10 320.4 253.8 12.2 5.0 27.815715758435186 0.5315138562551291 198.7346212888425 0.016860917524735272 1.795 satellite-falling
99443.0 no 2.613888888888889 2019 1 20 10 46.4 47.5 30.0 8.6 -19.05648647978793 0.7812571180408511 71.76260963805316 0.041324016904324426 1.772 satellite-falling
108290.0 yes 14.901388888888889 2019 1 20 10 319.1 253.8 13.3 5.0 -27.038931887264997 0.5121831518149652 16.362879878166268 0.01682059294865524 1.795 satellite-falling
