epoch good_track epoch_time year month day id_sat Azi_ini Azi_end ele_ini ele_end A desvA Phi desvPhi ref_height SatelliteDirection
2369.0 yes 11.78888888888889 2019 1 14 15 281.1 300.1 5.0 30.0 -28.343104211030305 0.9770075146843564 25.118316792722567 0.034468966481176644 1.827 satellite-rising
6287.0 yes 17.230555555555554 2019 1 14 15 170.9 169.0 30.0 5.0 42.05649380106566 1.1997698348020467 212.3617285659093 0.0286033684488121 1.825 satellite-falling
19599.0 yes 11.719444444444445 2019 1 15 15 281.0 300.1 5.0 30.0 -29.272206407548797 1.0287612941674247 22.521907323582127 0.03507673933814457 1.827 satellite-rising
23518.0 no 17.162499999999998 2019 1 15 15 170.9 169.0 29.9 5.0 -46.49618873296742 1.3170662047002526 38.866952851215046 0.02851245753778368 1.827 satellite-falling
36829.0 yes 11.65 2019 1 16 15 281.0 300.1 5.0 30.0 -28.96685832015719 0.9963580565790697 23.112574003539407 0.034346008848130466 1.827 satellite-rising
40748.0 yes 17.093055555555555 2019 1 16 15 170.9 169.0 29.9 5.0 40.20826540319805 1.2009138761870177 212.3726739861761 0.02994754611309855 1.827 satellite-falling
54058.0 yes 11.579166666666666 2019 1 17 15 281.0 300.1 5.0 30.0 -29.442153322060555 0.9945015343716921 23.912682532517806 0.03371862526290829 1.825 satellite-rising
57978.0 yes 17.02361111111111 2019 1 17 15 170.9 169.0 29.9 5.0 40.58177941030779 1.2373477620546915 212.08207573715322 0.030580840714307486 1.827 satellite-falling
71288.0 yes 11.509722222222223 2019 1 18 15 281.0 300.1 5.0 30.0 -29.805035810482646 1.00066548143584 24.3140240054571 0.0335366005386924 1.825 satellite-rising
75208.0 yes 16.954166666666666 2019 1 18 15 170.9 169.0 30.0 5.0 41.35001519753729 1.2550789628304284 211.33313539908545 0.03039625141504417 1.825 satellite-falling
88518.0 yes 11.440277777777778 2019 1 19 15 281.0 300.1 5.0 30.0 29.406611569083644 0.9407996598110723 201.39749844966366 0.03190916117789717 1.825 satellite-rising
92438.0 yes 16.884722222222223 2019 1 19 15 170.9 169.0 30.0 5.0 40.56960508642858 1.2058455023967662 211.16976314649492 0.029769171736488756 1.825 satellite-falling
105748.0 yes 11.370833333333334 2019 1 20 15 281.0 300.1 5.0 30.0 -30.48320478424558 0.9870122031801972 24.062531329010312 0.03236966569861601 1.826 satellite-rising
109668.0 yes 16.81527777777778 2019 1 20 15 170.8 169.0 30.0 5.0 39.81995933698594 1.1816968699086625 210.42204501122706 0.029711905609403715 1.825 satellite-falling
